video_id,yt8m_file,random_id,youtube_id,duration,views,labels
video_1518,train0097,MdbJ,s8jcajwk5DU,293,189724,[   2    7  235  508 1106]
video_1519,train0097,F3bJ,1LIKSv6dTvY,174,836280,[  0   1 157 407 936]
video_1520,train0097,WbbJ,HWpAU_PNQmU,136,191196,[  0   1  35 134]
video_1521,train0097,bibJ,8dhO0XiQZ_o,125,61641,[ 100 1069]
video_1522,train0097,NvbJ,YrhWZQaJ4W0,300,66088,[   2 3411]
video_1523,train0097,FYbJ,D7nm_rfVgIY,141,168234,[126 220]
video_1524,train0097,fmbJ,eeBm4c6FcuQ,150,259577,[   2    7  165  402  428  508 1670]
video_1525,train0097,wybJ,stkyqZOmPtg,146,233032,[ 0 12]
video_1526,train0097,mKbJ,VEyoezQL-Qc,214,64691,[   2    7   90 1769]
video_1527,train0097,ghbJ,p-rHraTe8vY,269,56562,[   8  917 2152]
video_1528,train0097,I2bJ,cyhTZW-y0gA,168,130311,[   2    7  399  458  891 3374]
video_1529,train0097,EEbJ,Gec18ECJw1g,139,345596,[ 0 12]
video_1530,train0097,xxbJ,qtp_1nOyNkU,237,174776,[381]
video_1531,train0097,2PbJ,h9xl3t9YCGY,292,72012,[ 5 16]
video_1532,train0097,83bJ,xtNaGyjsnhA,269,117700,[381]
video_1533,train0097,0NbJ,BgWH7op4UZI,299,56366,[ 15  60 239]
video_1534,train0097,OpbJ,6YWKh7Xu864,212,183278,[ 43 374 693]
video_1535,train0097,mubJ,NehZEoOZrn4,203,777385,[   2    7   90 1732 2986]
video_1536,train0097,iRbJ,Qy1RkJ6Dpas,126,140970,[ 0 12 91]
video_1537,train0097,BnbJ,jPf0X0QclXE,133,938890,[ 15  18 170 314]
video_1538,train0098,jqbK,oHYVna3Nbq8,296,67626,[   2    7   17  129 3858]
video_1539,train0098,HdbK,Y9driN2kW7E,172,110040,[ 66 148 253 271]
video_1540,train0098,VVbK,lrm_LoyXU84,242,67717,[21 23 24]
video_1541,train0098,zZbK,ELasTsv7ZGE,169,231939,[  15 1360 2266]
video_1542,train0098,7VbK,gMVpaYfzE9g,194,51714,[  2   7 402]
video_1543,train0098,5fbK,6O_zHJqqo9s,184,206253,[  6   8 206 650]
video_1544,train0098,NfbK,kHq7VBRb6I8,213,81102,[ 11  20  22 211 321 334 483]
video_1545,train0098,RhbK,nA4KGlp388Y,130,403887,[  2   7 469 878]
video_1546,train0098,NwbK,r0amH984GJA,250,138874,[1151]
video_1547,train0098,oKbK,7YWTtCsvgvg,141,24917139,[21 23]
video_1548,train0098,BAbK,-JPOAchAqQo,196,56116,[ 0 82]
video_1549,train0098,afbK,waiNlmlNEnE,296,230440,[ 11 334 564]
video_1550,train0098,mebK,KIcwdgDDSao,234,201059,[  0   1  81 108]
video_1551,train0098,LFbK,WzpA56oAzUs,131,1416360,[8]
video_1552,train0098,LRbK,suSTMKUQWRY,122,255126,[15 18 96]
video_1553,train0098,cCbK,ia8UMjtimoA,133,55176,[   0    1    5  203  409  822 2638]
video_1554,train0098,p1bK,NTSIAJGLXoo,149,55048,[25]
video_1555,train0098,D6bK,GgL7RGXsbyE,248,80438,[  2   7 616]
video_1556,train0098,oobK,b_sYe0R8JIo,130,68095,[ 11 564 791]
video_1557,train0099,vkbL,srfTVlVOkhs,291,104706,[ 11  20  22  29  32 173 303 397 477 528 560]
video_1558,train0099,arbL,uzQ-CUcWqds,275,131952,[  2  30 413]
video_1559,train0099,GtbL,jBmpu6ypOR8,225,491113,[3810]
video_1560,train0099,kCbL,ptWmS3TGSqA,188,90142,[  0   1  42 223 323]
video_1561,train0099,u1bL,hI-JVC6Booc,199,196333,[  66  148  293 2393]
video_1562,train0099,5TbL,FBc9akDI5qQ,260,244471,[  15   18   87 2832]
video_1563,train0099,YcbL,Pi8mWfSmwow,298,158205,[   2    7   17   48  177  460 1031]
video_1564,train0099,d7bL,11sYzc2myjQ,198,282003,[ 0  1 27]
video_1565,train0099,F5bL,hbLlyWXFxZI,272,128144,[5]
video_1566,train0099,gqbL,eKXhq04ipPU,194,216487,[178 993]
video_1567,train0099,ZFbL,jY88tnXZWOQ,208,172578,[552]
video_1568,train0099,HjbL,iUzFgwdKFP8,161,192535,[  0   1  25  42 223 323]
video_1569,train0099,8pbL,v6QohtVdy_k,232,157445,[   2    7 1124]
video_1570,train0099,4DbL,Z7Nrad8azUA,131,167932,[  8 136]
video_1571,train0099,FqbL,7dl86J_8kO8,142,290958,[ 80 328]
video_1572,train0099,EEbL,0UHCYCgCBW8,170,50232,[0]
video_1573,train0099,7CbL,q0JpF3gcBEc,283,134474,[  50   65  256  355  998 1112]
video_1574,train0099,lUbL,qSwsVVwza9E,167,56121,[ 64 113 119 186 425]
video_1575,train0099,TtbL,Pwv4avomXYo,148,67472,[734]
video_1576,train0099,pabL,LYVhWvl-hpA,256,249245,[ 5 16]
video_1577,train0100,2AbM,8-nksM3TUEI,253,425396,[ 39 121 156 338]
video_1578,train0100,wlbM,wOEQVHDyIcQ,169,3712826,[133]
video_1579,train0100,i9bM,xqRZNFAtINk,254,113228,[1250 2242]
video_1580,train0100,Q3bM,Uek_P9rwcjI,200,652595,[2 7]
video_1581,train0100,sTbM,m6iBgok2xt4,228,131112,[  2  45  51  56  77 212 295 580]
video_1582,train0100,ZnbM,nZ2_Noh5Dms,215,3532292,[3407]
video_1583,train0100,2cbM,OW95SN5cXbQ,122,17128586,[   5   16  136 1860 2054]
video_1584,train0100,bObM,5pwKCl3Pt4U,241,308299,[  0  42 290 431 586]
video_1585,train0100,zObM,Bley9_xL8lE,271,567388,[  5  49  80 265]
video_1586,train0100,w0bM,rzW1LRnAfMw,160,79305,[ 983 1149 1581]
video_1587,train0100,SDbM,a_hLp5q3EbM,136,63739,[   2    7   17  171  174  711  715 1399 3399]
video_1588,train0100,kqbM,OcbwILEKYjg,214,491971,[25]
video_1589,train0100,mtbM,F31T1xSSdpw,151,99679,[  2  45 632 803]
video_1590,train0100,qvbM,3TlbGk8nxpM,295,181675,[  2  15  45  51  56  77  96 158 439]
video_1591,train0100,QQbM,WYm0yIWrFew,289,84676,[  2  75 208]
video_1592,train0100,OnbM,nYlC1Xqlyb0,144,133164,[  0 210 226]
video_1593,train0100,QMbM,xhY0nSYzAA4,127,122187,[   2   45   51   77  137  212 1052 2572]
video_1594,train0100,0GbM,krt9RjAL50Q,241,69992,[ 468 3646]
video_1595,train0100,1TbM,W0vxK_VGbck,168,75702,[401]
video_1596,train0100,XJbM,FTGoAtGXWIE,268,1223686,[  0   1   5 695 938]
video_1597,train0100,vPbM,AWQYsapec60,289,400863,[225]
video_1598,train0101,XcbN,YKkC6Z4IDlw,207,1031503,[  66  293  332 1313]
video_1599,train0101,74bN,mBmApnEjrC8,194,243147,[   2    7   17   19  213  283  457 1053 1774 2116 3474]
video_1600,train0101,sObN,lejVkEsGthg,240,279867,[  2  17  76 281]
video_1601,train0101,LCbN,vMJoaxoTMyk,204,74447,[  0   1  36 142 367]
video_1602,train0101,Z4bN,wmhX2ymdo90,281,385068,[ 388  497  580 1771 2790]
video_1603,train0101,LWbN,8BTtqyx1o0c,127,579961,[939]
video_1604,train0101,kCbN,pEDOtaHXqJA,182,102953,[  2   7  17  48 174 715]
video_1605,train0101,hRbN,lJX03t9dafA,168,171042,[ 2 83]
video_1606,train0101,eAbN,ggXwXdSJay0,262,1019484,[  5 868]
video_1607,train0101,fObN,iNj5UaE6SAc,187,1308420,[5]
video_1608,train0101,uibN,ciL3H-Iq3m4,221,191289,[41]
video_1609,train0101,IxbN,JCp5-0y2v88,205,483108,[939]
video_1610,train0101,MVbN,yulQKNUGHQ8,252,264280,[6 8]
video_1611,train0101,fRbN,vumFNTnIF4o,218,240630,[110]
video_1612,train0101,p6bN,ICPJwujO85M,154,415063,[ 5 16]
video_1613,train0101,sTbN,bvTkEI9CPt0,210,95127,[  2  44  46 107 109 114 138 145 155 162 507]
video_1614,train0101,GhbN,PAj6utKQjhA,197,242187,[   2    7  283  457 1382 2199]
video_1615,train0101,gDbN,QkWqGcIe35g,123,70183,[ 99 911]
video_1616,train0101,IVbN,jsVVkT7UkHA,268,56500,[1555 2758]
video_1617,train0101,oxbN,dK3qmNNEvdY,167,69684,[  0  21  23 144]
video_1618,train0101,sBbN,U5P4inGnaWg,185,89299,[   0  538 1137]
video_1619,train0101,jabN,7savinJ3cxQ,204,364827,[885]
video_1620,train0101,y0bN,CV95q-w7-V0,300,66215,[217 643]
video_1621,train0101,EgbN,26f-vPJiHYk,229,228335,[191 299 985]
video_1622,train0101,ABbN,n54VWk8LRuU,223,65498,[2 7]
video_1623,train0101,QubN,Sxdo8eHVdr8,145,77740,[  11   20   22   29   32  572  680  752 2254 2521 3282]
video_1624,train0101,cHbN,CGBvGFZXM5s,197,91740,[ 750 2629]
video_1625,train0101,GfbN,0w-8tp5lUrE,202,313612,[   2  252  745 1488 1616]
video_1626,train0101,t1bN,8KZWwgVVlYg,143,79036,[15 18 96]
video_1627,train0102,fFbO,UD9FX1KRKGU,263,76443,[  0  82 103 118 440]
video_1628,train0102,xPbO,ogVmpxl9gBw,141,126811,[89]
video_1629,train0102,zsbO,Cgm_1T57aE4,131,330438,[ 18  59 178 238]
video_1630,train0102,ZDbO,S1ElNYiiZu8,177,243943,[   2    7 2986]
video_1631,train0102,bnbO,fhJf-W4kfJU,206,51810,[ 15  18 170 314 363 509]
video_1632,train0102,SXbO,YvIhQL1aL1o,207,100414,[89]
video_1633,train0102,EBbO,nhcYIcAWJWU,226,50524,[ 0  1 21 23 24 73]
video_1634,train0102,2MbO,_ltsU9iOac4,268,194275,[225]
video_1635,train0102,UqbO,6VoUUrUOuZE,167,218084,[ 16 302]
video_1636,train0102,0PbO,wZsLIElgYKs,194,94380,[ 49 127 251 277]
video_1637,train0102,y0bO,jt6reqoYClk,122,206797,[   0    1 1207 1605]
video_1638,train0102,BTbO,2ww2uN30jFA,182,78014,[   0    1 1294 1529]
video_1639,train0102,L4bO,2rH8flqqEsA,254,51096,[ 700 1171 1430]
video_1640,train0102,57bO,8VmFPnHloek,232,90102,[  0  52  70 125]
video_1641,train0102,LybO,d_vG8oAl9UI,242,108539,[ 11  18  20  22  43  59 604]
video_1642,train0102,2ZbO,ujWEkYYmDoI,240,172883,[  5  16 525]
video_1643,train0102,ihbO,weig7zQLVqs,138,1970273,[133 325]
video_1644,train0102,wUbO,PpDM-yhuEWQ,154,251786,[332]
video_1645,train0102,DXbO,0tixF_fFMWI,227,497590,[11]
video_1646,train0102,hnbO,K4AJ8Lui9qc,298,73023,[  16  136 3188]
video_1647,train0102,JrbO,MbFf5q0DPbw,209,69089,[ 580 1099]
video_1648,train0102,AnbO,0n6SY_R9I9g,186,1489400,[12]
video_1649,train0102,grbO,vE_PQeGotMU,139,144176,[ 1 25]
video_1650,train0102,xibO,0F_UwZZ_TdQ,227,94306,[ 5 61]
video_1651,train0103,cYbP,dnSkV0C3FEI,249,64985,[  15   96  239  363 2071 2505]
video_1652,train0103,HTbP,2k0tiup_EJY,128,1443441,[  2   7  90 266]
video_1653,train0103,04bP,8dSBRwDD4Y0,187,95064,[5]
video_1654,train0103,1fbP,uc6dhw-h4FQ,252,298451,[ 0  1 85]
video_1655,train0103,VgbP,LP6MuRjHZWI,234,103628,[   0  242  254 1331 1364]
video_1656,train0103,libP,QIb9-rsluis,227,61396,[ 11  62 883]
video_1657,train0103,uxbP,EM-wpXuP90E,136,485673,[6]
video_1658,train0103,hJbP,PVgzcnysZug,298,163735,[99]
video_1659,train0103,qTbP,tBdjdppnKGI,179,135821,[1146]
video_1660,train0103,NCbP,dZftbSUgyi0,205,99631,[2177]
video_1661,train0103,YMbP,ixnHsxNetII,228,66433,[  15  509  709 1206 2106 3157 3427 3792]
video_1662,train0103,G5bP,blBWBtLpbew,224,83835,[ 0  1 35 85]
video_1663,train0103,2NbP,ifyvGNHRznc,268,67600,[2570]
video_1664,train0103,PpbP,x9m4KzzqSaE,246,554177,[  2   7 165]
video_1665,train0103,WXbP,d3qJKl3-Lrs,263,60701,[ 0 79]
video_1666,train0103,DDbP,ADh8hGUfugU,209,121569,[5]
video_1667,train0103,rkbP,edmmvb0FwF8,191,127045,[5]
video_1668,train0103,X1bP,KNfe0uMmG9g,223,98545,[248]
video_1669,train0103,P4bP,7h6dOaR8fnA,260,774839,[ 11  20  22  29  32 564 605 713]
video_1670,train0103,lybP,xtt1TtmoBw8,259,751568,[356]
video_1671,train0103,GxbP,SGhTjioGqqA,153,53994,[1309]
video_1672,train0103,sVbP,3feDUEvfQRc,163,82209,[  15 1121 1511 1966 2309]
video_1673,train0103,OtbP,zSb-kZMB8mk,134,72993,[ 15 370 978]
video_1674,train0104,T9bQ,g1VIEv3682Q,190,55210,[643]
video_1675,train0104,2TbQ,utK4AX80eGw,219,1486794,[ 49  80 127]
video_1676,train0104,tbbQ,Jzz3a8ZyE8U,137,344818,[832]
video_1677,train0104,uubQ,hNy3LZFad9w,191,57900,[   5   16  244  292  595 1993]
video_1678,train0104,AKbQ,cDlKrLJjRlY,261,378423,[5]
video_1679,train0104,EHbQ,S2Du-mIWxlE,204,2783334,[  5  84 169 922]
video_1680,train0104,gNbQ,kZiA-4eC274,215,56811,[ 16 246]
video_1681,train0104,ONbQ,fiyEwn28ZoY,156,4221193,[   0    5   16 2080]
video_1682,train0104,6QbQ,e92ZSmVtzOE,156,335113,[2617]
video_1683,train0104,lCbQ,9pCNiTyjKBk,196,117117,[  63  336 1405]
video_1684,train0104,BKbQ,nW3kcEv5D3w,124,105907,[  15   18   96 1812]
video_1685,train0104,oRbQ,akggZIBF05Q,192,165832,[   0    1 1418 2693 3428]
video_1686,train0104,n0bQ,f99BP3Td1_M,257,18072290,[133]
video_1687,train0104,cUbQ,R0emwgYugaw,256,1545091,[ 26 130 435 636 808]
video_1688,train0104,jQbQ,PcmeWThXxXQ,154,71668,[  11   20   22  250  307 1265]
video_1689,train0104,5XbQ,1wUen4UsEUg,131,109008,[  0   1  35 134]
video_1690,train0104,AzbQ,QwCV-rDHheA,147,269929,[5]
video_1691,train0104,1obQ,fwaVoUlbX0g,196,70974,[  2   7 269 320]
video_1692,train0104,3tbQ,rMSCZCxHg5w,187,71197,[ 11  20  22  29  32 221]
video_1693,train0104,uQbQ,UTfci57Byqc,182,326786,[ 39 202 627]
video_1694,train0104,nMbQ,tKvEOYVLk-4,195,347384,[188 594]
video_1695,train0104,gjbQ,TX1EQFC2abo,170,335879,[  11  341  580 1510]
video_1696,train0104,5ebQ,QxAdEtfJIwc,247,278769,[   5 3311]
video_1697,train0105,h7bR,ywP9t9i6gg8,121,119940,[  2  75 165 172 196 942]
video_1698,train0105,cPbR,003SUf8dttk,287,683584,[   2    7   75  172  460 1031]
video_1699,train0105,xxbR,d82Jzezj8sk,186,199061,[1327]
video_1700,train0105,M3bR,o8cQlAxir3U,199,258779,[  2   7  75  95 116 172 283]
video_1701,train0105,mvbR,4rtgN9KMSqc,189,83294,[  2  30  90 280]
video_1702,train0105,nAbR,OhjA4K3rT_w,270,144668,[ 53  58 214]
video_1703,train0105,a1bR,gAxhGcdA3G4,277,224363,[  62  270 1408 1470]
video_1704,train0105,JobR,XKEyb65MRJI,265,687591,[   0   91  538 1137]
video_1705,train0105,J9bR,4giEtLfq_Js,138,146760,[141 247 255]
video_1706,train0105,YFbR,s8Ee0JR9U08,284,74335,[  0   1 438]
video_1707,train0105,80bR,fZGY93z8YAk,178,99825,[   2    7   17   48  104  128  793 2881 3044 3051]
video_1708,train0105,6AbR,7NywjkjS9N0,269,3331790,[  8 383]
video_1709,train0105,oAbR,IOgZ_36QD6c,176,1158828,[ 0 12]
video_1710,train0105,bwbR,DPUirx_q9sk,143,419069,[  2  30  55 280]
video_1711,train0105,wzbR,oGWkhSfF5Z0,204,123107,[   2    7  171  174  361 2363]
video_1712,train0105,1rbR,qgQYw3eK96s,181,80992,[141 247 255]
video_1713,train0105,bdbR,7zDmlkn1gbQ,158,147872,[ 25 734]
video_1714,train0105,13bR,ySrlumdHDks,267,53441,[   1   19   48  183  258 1447 2506 2641 3613]
video_1715,train0105,eubR,VVFIui-DjzI,136,507270,[166 231 491]
video_1716,train0105,R0bR,MEjX2HBqmk0,122,81578,[234 467 678]
video_1717,train0105,FBbR,1Rmuzyqsm9Q,169,145256,[ 0 27]
video_1718,train0105,YmbR,FtpwJ6Zrs6A,123,305249,[  2  75  83 135]
video_1719,train0105,OvbR,5gYOtm3tzTw,233,66256,[ 11 229 749]
video_1720,train0105,gybR,IUZPaDgQeOI,154,124626,[61]
video_1721,train0105,6RbR,jpVMyctg3s0,275,202713,[195]
video_1722,train0106,KkbS,95b0tZrv3b8,127,108804,[   2 1453]
video_1723,train0106,VjbS,vDBM4_Pz8UQ,279,68219,[ 15 251 499 723 946]
video_1724,train0106,xAbS,HLt8vppU6Ls,134,76518,[  39  181  216  222  249 1086]
video_1725,train0106,N2bS,zyHz--me5ts,122,280099,[ 46 155 264 377]
video_1726,train0106,NobS,FpA2fl4Cp_g,159,304280,[1443]
video_1727,train0106,SEbS,eIf7a1vAfiM,168,58762,[ 0 15 18 87]
video_1728,train0106,0abS,TKcrZlaYv7c,156,79018,[1790]
video_1729,train0106,7GbS,qvFd50oBlKY,227,75764,[ 11 368]
video_1730,train0106,FPbS,uPCsJhXuzmI,129,90806,[ 0  1  5 16]
video_1731,train0106,kubS,v_QpkizeHqA,247,248778,[   0    1  851 2005 2925]
video_1732,train0106,05bS,hGWkUI2WCpY,278,125496,[  11   20   22   32  123 2007]
video_1733,train0106,0ObS,2YbGBv5uzqc,209,65232,[8]
video_1734,train0106,DebS,PNzrTDBwFyg,130,73654,[  17   19 2926]
video_1735,train0106,BdbS,DEkPd0StOgo,126,80535,[  0   1 644]
video_1736,train0106,QBbS,gLHYqsl7PhM,160,71174,[8]
video_1737,train0106,eibS,2JAWg5-DSsA,186,341624,[   0    1   42  938 2513 2929]
video_1738,train0106,2MbS,2EE93iKa8aw,174,227367,[   2    7   62   90 1015]
video_1739,train0106,vWbS,PBo8EUCU1Tw,189,211014,[  0   1   5  69 144 190 384 743]
video_1740,train0106,T9bS,sudmaAse3d0,176,99869,[5]
video_1741,train0107,w2bT,r7lcwLjKCvY,270,334917,[ 26  64  83 149 601]
video_1742,train0107,xKbT,O9uxu-kyX5Q,149,287660,[2770]
video_1743,train0107,AdbT,LkFzgO4X2dU,216,195940,[ 11  15  18  20  22  29  32 170 472]
video_1744,train0107,PVbT,R6LfHcE_SZo,186,61910,[239]
video_1745,train0107,lMbT,DE-i_Yvbay4,147,232196,[25]
video_1746,train0107,fdbT,xmGcsRT9UeM,137,132042,[ 39 181 216 222 249]
video_1747,train0107,CSbT,h4JAmfqHT_I,164,100215,[  15   18   67  140  239 2053 2924]
video_1748,train0107,ccbT,zjhoLHQG5t0,129,85882,[  0   1 733]
video_1749,train0107,9ZbT,PfwziJRbazQ,180,171259,[  11  112  302 1188 1822 2154 2692]
video_1750,train0107,mpbT,-lj3XlOHNkk,240,84426,[ 422 1346]
video_1751,train0107,zQbT,_HPE5hMGDso,211,300892,[  11   20   22   32  112  444  472 1798]
video_1752,train0107,O3bT,TUzpPKJYq_4,171,232287,[ 11 211 483 912]
video_1753,train0107,b1bT,67UpnaPD1Fg,129,150028,[   0  523  802 1458]
video_1754,train0107,SbbT,9rVeyYVUodA,176,77102,[  11   20   22   29   32  120  559 1671 3175]
video_1755,train0107,67bT,WTw7lapJDKg,170,73568,[180 304]
video_1756,train0108,McbU,sxEyR-btJGw,123,83015,[1127]
video_1757,train0108,JubU,PdGhC44QNNk,279,77421,[ 21  23  24 718]
video_1758,train0108,9zbU,vPAn-55mzck,210,619098,[16]
video_1759,train0108,lqbU,SpmvPFKX0VU,268,209401,[  11   20   22   29   32  120  426  752 2567 3282]
video_1760,train0108,ltbU,FzzboZDObbs,253,177945,[   2    7   90  235 3231]
video_1761,train0108,OIbU,0NsIIGZBSrs,126,62283,[  0   1  25 153]
video_1762,train0108,AcbU,0odasQlUmEA,235,260973,[  0   1  93 102]
video_1763,train0108,cXbU,LYMlTFmrPw0,121,53616,[8]
video_1764,train0108,YBbU,yubPhHh9vwI,178,83288,[141 247 255]
video_1765,train0108,YVbU,hhj20Mauhi8,271,114667,[2163]
video_1766,train0108,QrbU,88AitxDuY6g,209,488660,[   2    7  165 1590]
video_1767,train0108,bTbU,7MsvtfuITlI,261,93878,[   2 3052]
video_1768,train0108,XZbU,oRg3S-9AlRU,153,212322,[  15  363 1855 2537]
video_1769,train0108,7xbU,Y5xRyb8S0fM,187,85801,[500]
video_1770,train0108,iebU,Pjf9FAUUPEc,206,69584,[ 344 1884]
video_1771,train0108,klbU,MYidaofL0J0,201,61961,[ 0 12]
video_1772,train0108,kLbU,EVlgLA9PdT8,185,127938,[291]
video_1773,train0108,f7bU,unrAoK9WnD0,221,54467,[1226]
video_1774,train0108,MqbU,6dQDO86M8M0,165,121036,[ 410  638 1285]
video_1775,train0108,5FbU,MnRLHBkr3cE,270,110164,[  0   1 309]
video_1776,train0108,uRbU,_SfrQ4F1G08,140,108872,[   2    7   17   19   48  177  213  235  702 1330 2722]
video_1777,train0109,GdbV,32XgJzeU2JA,130,114870,[   5   16 1082]
video_1778,train0109,wbbV,NIYf-LpLd6c,272,54344,[  24  390 3189]
video_1779,train0109,3CbV,4MgDb2wGZAA,145,627658,[ 5 16]
video_1780,train0109,0ZbV,9MAHTIpVD2o,255,90833,[  0   1  63 167]
video_1781,train0109,HAbV,6M1Zafwyv2A,300,90033,[ 0  1 35 48 85]
video_1782,train0109,EZbV,v3D4Hj-RQ70,126,195631,[  0 139]
video_1783,train0109,6WbV,cqsuCIfcO_o,156,53075,[  0  91 312]
video_1784,train0109,zlbV,V8vQdvn92g0,222,83683,[ 0 91]
video_1785,train0109,JUbV,Jj6birblAHE,244,150546,[ 15 397]
video_1786,train0109,rNbV,4xH9KZgsjQs,200,56616,[  0 714]
video_1787,train0109,XkbV,RWzsyuP_DWQ,179,67345,[110 369]
video_1788,train0109,BibV,qPBDcn-zYBI,159,73572,[1906]
video_1789,train0109,XTbV,L6mnF-bz5mI,171,76431,[ 588 2783]
video_1790,train0109,cBbV,nBJXFZbOQXU,215,93718,[338]
video_1791,train0110,HzbW,B32kjelsEfg,152,96785,[  0  82 103 118]
video_1792,train0110,RvbW,etQpAswHXOg,204,61099,[ 0 27]
video_1793,train0110,jxbW,-8lID-PCt14,178,58975,[ 0  5 16]
video_1794,train0110,LDbW,ixZ4HEoL1bk,187,64038,[1007]
video_1795,train0110,DjbW,CTfdlQ37Enk,230,138073,[  5 268 755 977]
video_1796,train0110,qMbW,IqJnG0fqyPg,183,847928,[ 16 206 441]
video_1797,train0110,LVbW,kDDWqtPwZFc,282,50943,[  2   7  30  53  58 500]
video_1798,train0110,Q6bW,IKhNyJSvFK0,255,90895,[818]
video_1799,train0110,UdbW,M2EX3H0IXVU,258,993605,[ 11  20  22 176 211 321 576]
video_1800,train0110,u2bW,45VL8kfQ5xE,159,58577,[ 26  64 149]
video_1801,train0110,A2bW,5OK-xazvUKA,163,96874,[  2 464 495]
video_1802,train0110,lMbW,Wnr18MiItCI,237,61547,[  0 368]
video_1803,train0110,bEbW,Zp17YKZKHjc,216,54447,[   5   49   80  265  328 1567]
video_1804,train0110,hIbW,qjKhJnrMamA,163,214222,[383 734]
video_1805,train0110,eBbW,8LTuAE8F6Bo,174,109153,[ 15  18  87 244 333 365]
video_1806,train0110,PpbW,fEYff4oOSHk,163,76009,[   2    7  171  196  469  792  878 1179]
video_1807,train0110,FYbW,1y1xuo80gG8,268,50554,[  0  70 125]
video_1808,train0110,k9bW,m7b7havwYSw,287,4030933,[133]
video_1809,train0111,HlbX,KAfn45P5-eE,188,491353,[  0  12 312]
video_1810,train0111,pbbX,ox2_fBLhNSM,284,278831,[39]
video_1811,train0111,plbX,TLDg5rGINaw,148,132284,[  11   20   22   29   32  120  122  123  250  303  321  368 2352]
video_1812,train0111,9LbX,OFLI1MmOHOk,234,165967,[   2   30  940 1166 1974]
video_1813,train0111,h6bX,YjahAkNXcms,265,587754,[  0 111]
video_1814,train0111,pybX,MVZlhX50Jho,294,86928,[  11  126 2069]
video_1815,train0111,IIbX,2aB3OXASKv4,151,106579,[5]
video_1816,train0111,nNbX,Ipd4fq8_i7M,133,102306,[  0   1 134 180 795]
video_1817,train0111,TPbX,D0vCzkK_AJ0,163,228569,[734]
video_1818,train0111,3KbX,vMT9BfNPt-w,123,270203,[   5 2960]
video_1819,train0111,M0bX,jvuyy2guV1g,188,135376,[   2    7   48  177  460 1632 2059]
video_1820,train0111,7NbX,sQ5ypaLVXWk,141,315134,[   5 1064]
video_1821,train0111,mubX,CHFhUt60xxo,159,115524,[25]
video_1822,train0111,N5bX,Moqy8ZvCaVE,127,118886,[6]
video_1823,train0111,24bX,PeJWkwX_SWc,138,144240,[25]
video_1824,train0111,2fbX,z9FyAluXZHs,182,95532,[133 325]
video_1825,train0111,CKbX,li8KMmIQWI0,235,103220,[ 0 12]
video_1826,train0111,vlbX,QsMQgHNigMM,145,74858,[  6   8 100]
video_1827,train0111,GObX,MPjyMCokSE8,183,657480,[180]
video_1828,train0111,sLbX,v7VU_JKiKpQ,181,114579,[21 23 24]
video_1829,train0112,pWbY,vwyFizE4SCw,128,224816,[ 261 1348]
video_1830,train0112,bsbY,wgPcl1WJ98Y,218,282184,[3357]
video_1831,train0112,ajbY,NmSDPS0EDY0,223,377088,[   5 1697]
video_1832,train0112,HVbY,HfR6na6lZHQ,298,99659,[1109]
video_1833,train0112,efbY,FZDNcJuhKyA,253,63477,[ 26 194 441]
video_1834,train0112,BIbY,Wkw6hHiGqbI,284,117569,[   2    7   90 1386 2694]
video_1835,train0112,DobY,DKRYqxdXn04,261,88330,[227 474]
video_1836,train0112,spbY,qe_Qcvu4b4E,261,62604,[   0    1  223 1041]
video_1837,train0112,ITbY,3Q4YR1to8zE,212,142608,[ 5 16]
video_1838,train0112,EzbY,SG7PEfthNTU,284,52620,[188]
video_1839,train0112,8ibY,YfdbEUXwFUg,266,97340,[ 0  1 27]
video_1840,train0112,NrbY,H3KraPsvmwA,123,195066,[ 26 707]
video_1841,train0112,e7bY,wOLynKbukTI,196,52368,[2894]
video_1842,train0112,tObY,jAZFGyReUXw,219,53436,[   0    1 1985 3054]
video_1843,train0112,D3bY,OgKjshs68IQ,271,120991,[ 5 16]
video_1844,train0112,adbY,nzbL7yk37yY,175,60957,[ 74 588]
video_1845,train0112,IZbY,FweoeIE-Uwg,185,225399,[43]
video_1846,train0112,FybY,c0AMbF_yiek,198,179363,[  11   22   29   32  368  406 2650]
video_1847,train0112,utbY,KkqPedNYbGU,223,151415,[   2    7  344  413 1709 1841]
video_1848,train0113,5LbZ,fRteWKkANJI,262,1445127,[133 325]
video_1849,train0113,6IbZ,z2nPQ0MZDbI,276,114212,[11 20 22]
video_1850,train0113,KKbZ,9sTOHKxyoOc,152,418342,[25]
video_1851,train0113,subZ,qZz4M82yV2Q,296,398391,[ 39 121 156 202 207 338]
video_1852,train0113,lSbZ,ZvdepQF7Dow,282,68346,[141 396]
video_1853,train0113,M3bZ,MnKGTuQsxww,159,463977,[   0    1    5  613 1208 1718 3134]
video_1854,train0113,eDbZ,0NLPl2Bs26E,266,185527,[126 220 276 291]
video_1855,train0113,nubZ,L6gQG0z-71o,181,467908,[8]
video_1856,train0113,LJbZ,i6j0MWqolfg,297,203092,[92]
video_1857,train0113,QwbZ,3eiidwwNl20,181,62952,[  27 1031]
video_1858,train0113,PabZ,67z5zR9_5_U,153,253167,[   0    1    5   69   84  169  476 1129 1967 2121]
video_1859,train0113,M1bZ,93hZV9XtsxQ,178,197599,[225]
